"boyle_1811WL0800-out" "boyle_1811WL0875-out" "boyle_1813WL0672-out" "boyle_1816WL0749-out" "boyle_1816WL0804-out" "boyle_1816WL0857-out" "boyle_1823WL1245-out" "boyle_1823WL1277-out" "boyle_1825WL1210-out" "boyle_1826WL1283-out" "mills_1821WL1078-out" "mills_1821WL1160-out" "mills_1823WL1275-out" "mills_1826WL1312-out" "mills_1827WL1430-out" "mills_1827WL1468-out" "mills_1827WL1658-out" "mills_1827WL1678-out" "mills_1828WL1313-out" "mills_1828WL1326-out" "owsley_1815WL0729-out" "owsley_1816WL0780-out" "owsley_1818WL1295-out" "owsley_1820WL1109-out" "owsley_1821WL1072-out" "owsley_1821WL1172-out" "owsley_1826WL1253-out" "owsley_1826WL1285-out" "owsley_1828WL1236-out" "owsley_1828WL1289-out"
"judge" 0.147710487444609 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.285714285714286 0.113895216400911 0.139958012596221 0.873362445414847 0.206611570247934 0.155642023346304 0.122850122850123 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.160771704180064 0.159744408945687 0.180505415162455 0.220994475138122
"submission" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.737100737100737 0 0 0 0 0 0 0 1.59744408945687 0 0
"these" 0 0.228310502283105 0 0 0 0 0 0 0.107758620689655 0 0.116414435389988 0 0 0 0.569476082004556 0 0 0.103305785123967 0.544747081712062 0.307125307125307 0 0 0 0 0 0 0 0 0.180505415162455 0.110497237569061
"costs" 0.443131462333826 0.114155251141553 0.218818380743982 0.18348623853211 0.121951219512195 0.5420054200542 0.0807754442649435 0.0837520938023451 0 0.13986013986014 0.0388048117966628 0.114285714285714 0.264550264550265 0 0.0569476082004556 0.279916025192442 0 0.103305785123967 0.0778210116731518 0.122850122850123 0.14903129657228 0.108459869848156 0 0.268817204301075 0 0.359712230215827 0 0 0.0902527075812274 0
"ejectment" 0 0 0 0.18348623853211 0.24390243902439 0 0 0.0837520938023451 0 0.41958041958042 0.232828870779977 0 0 0 0 0 0 0 0 0.491400491400491 0 0.216919739696312 0.806451612903226 0 0.106951871657754 0 0 0 0.451263537906137 0
"jury" 0 0 0 0 0.24390243902439 0 0.565428109854604 0 0 0 0.0388048117966628 0.342857142857143 0.132275132275132 0.571428571428571 0 0.0699790062981106 0 0.206611570247934 0 0 0 0 0 0 0.213903743315508 0 0 0 0.36101083032491 0.441988950276243
"necessary" 0.147710487444609 0.684931506849315 0 0 0 0.2710027100271 0.403877221324717 0 0.21551724137931 0 0 0.228571428571429 0.264550264550265 0 0 0.209937018894332 0 0 0.389105058365759 0.0614250614250614 0 0 0 0 0 0.179856115107914 0 0.0798722044728434 0.0902527075812274 0
"note" 0 0 0.218818380743982 0 0 0 0 0 0 0 0 0.571428571428571 0.264550264550265 0 0.0569476082004556 0.559832050384884 0.436681222707424 0 0.700389105058366 0 0 0 0 0 0 0 0 0.319488817891374 0 0
"plaintiffs" 0 0 0.218818380743982 0.55045871559633 0 0 0.565428109854604 0 0 0 0.0776096235933256 0 0.529100529100529 0.142857142857143 0 0 0.436681222707424 0 0.0778210116731518 0 0.14903129657228 0 0 0 0 0 0 0.798722044728435 0 0
"c" 0 0.114155251141553 0 0 0 0 0 0 0 0.13986013986014 0.116414435389988 0.114285714285714 0.132275132275132 0.285714285714286 0.170842824601367 0.0699790062981106 0.436681222707424 0.103305785123967 0 0.184275184275184 0 0.108459869848156 0.806451612903226 0.268817204301075 0.106951871657754 0 0.0803858520900322 0.23961661341853 0.180505415162455 0.110497237569061
"entitled" 0.590841949778434 0 0 0 0.121951219512195 0 0.0807754442649435 0.0837520938023451 0 0 0.116414435389988 0 0 0.142857142857143 0.284738041002278 0 0 0 0 0.307125307125307 0.447093889716841 0 0 0 0 0 0.160771704180064 0 0.180505415162455 0.220994475138122
"estate" 0 0 0 0 0.853658536585366 0 0 0 0 0.27972027972028 0.194024058983314 0.114285714285714 0 0 0.284738041002278 0 0 0 0 0 0 0 0 0 0.106951871657754 0 0.482315112540193 0 0 0.331491712707182
"conveyance" 0 0.114155251141553 0 0 0 0 0 0.251256281407035 0.107758620689655 0.27972027972028 0.116414435389988 0 0 0 0.455580865603645 0 0 0 0 0.122850122850123 0 0 0 0 0.213903743315508 0 0 0 0.631768953068592 0
"money" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0 0.285714285714286 0.113895216400911 0.629811056682995 0 0.309917355371901 0 0 0 0 0 0 0 0 0 0.159744408945687 0 0.994475138121547
"ought" 0.147710487444609 0 0 0 0 0 0.161550888529887 0 0.107758620689655 0 0.194024058983314 0.457142857142857 0 0 0.0569476082004556 0.349895031490553 0 0.516528925619835 0.0778210116731518 0.0614250614250614 0 0.108459869848156 0 0 0 0 0 0 0 0.220994475138122
"proof" 0 0.342465753424658 0 0 0.121951219512195 0 0 0.251256281407035 0.21551724137931 0 0.232828870779977 0 0 0 0.0569476082004556 0.279916025192442 0 0.103305785123967 0.155642023346304 0.122850122850123 0.14903129657228 0 0 0 0 0 0.0803858520900322 0 0.180505415162455 0
"all" 0 0 0.218818380743982 0 0 0 0 0 0.107758620689655 0 0.0776096235933256 0 0 0.142857142857143 0.0569476082004556 0.209937018894332 0 0 0.389105058365759 0.42997542997543 0 0.108459869848156 0 0 0 0 0 0.0798722044728434 0.36101083032491 0.110497237569061
"appeals" 0 0.570776255707763 0 0.18348623853211 0 0 0.0807754442649435 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.0569476082004556 0.139958012596221 0.436681222707424 0.103305785123967 0.0778210116731518 0.0614250614250614 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.110497237569061
"demand" 0.295420974889217 0 0 0 0 0 0 0 0 0 0.116414435389988 0.114285714285714 0 0 0 0.139958012596221 0 0.619834710743802 0.389105058365759 0 0 0 0 0 0 0 0 0.559105431309904 0 0.220994475138122
"verdict" 0 0 0 0 0.365853658536585 0 0.0807754442649435 0 0 0 0.0776096235933256 0 0 0.142857142857143 0 0 0 0.723140495867769 0.0778210116731518 0 0 0 0 2.41935483870968 0 0 0 0 0.270758122743682 0.110497237569061
"equity" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0.571428571428571 1.05820105820106 0 0.170842824601367 0.419874037788663 0 0 0 0 0 0 0 0 0 0.179856115107914 0 0 0 0.220994475138122
"kentucky" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.0569476082004556 0.0699790062981106 0.436681222707424 0.103305785123967 0.233463035019455 0.0614250614250614 0.14903129657228 0.216919739696312 0.403225806451613 0.268817204301075 0.320855614973262 0.179856115107914 0.0803858520900322 0.23961661341853 0.0902527075812274 0.110497237569061
"more" 0.886262924667651 0 0 0 0.121951219512195 0 0.161550888529887 0.0837520938023451 0 0 0.116414435389988 0 0.264550264550265 0.142857142857143 0.0569476082004556 0.139958012596221 0 0 0.0778210116731518 0.0614250614250614 0 0 0 0 0.106951871657754 0 0.321543408360129 0 0.0902527075812274 0
"parties" 0 0.570776255707763 0.218818380743982 0 0.121951219512195 0 0 0.0837520938023451 0 0 0 0.114285714285714 0 0.142857142857143 0.0569476082004556 0.209937018894332 0.436681222707424 0 0 0.368550368550369 0 0 0.806451612903226 0 0 0 0 0.23961661341853 0 0.110497237569061
"question" 0 0 0.218818380743982 0.18348623853211 0.24390243902439 0 0 0.0837520938023451 0 0 0.232828870779977 0 0.132275132275132 0 0.0569476082004556 0.0699790062981106 0 0.206611570247934 0.155642023346304 0.0614250614250614 0.14903129657228 0.108459869848156 0 0 0 0 0 0.23961661341853 0.270758122743682 0
"taken" 0.147710487444609 0 0.437636761487965 0 0 0.2710027100271 0.807754442649435 0 0 0.13986013986014 0.0388048117966628 0 0 0.142857142857143 0.0569476082004556 0.349895031490553 0 0 0 0.122850122850123 0.14903129657228 0 0 0 0 0.179856115107914 0 0 0 0
"lessors" 0 0 0 0 0.609756097560976 0 0.24232633279483 0 0 0 0.116414435389988 0 0 0 0 0 0 0 0 0.552825552825553 0 0 0 0 0 0 0 0 0.541516245487365 0
"having" 0 0.228310502283105 0 0.36697247706422 0.121951219512195 0 0 0.16750418760469 0.107758620689655 0 0.0388048117966628 0 0 0 0 0.0699790062981106 0 0 0 0.122850122850123 0.447093889716841 0 0 0 0.213903743315508 0.179856115107914 0.321543408360129 0 0 0.220994475138122
"heirs" 0 0 0 0 0.24390243902439 0 0 0 0.107758620689655 0.559440559440559 0.310438494373302 0 0 0 0 0 0 0 0 0 0 0.542299349240781 0 0 0 0 0 0 0.0902527075812274 0.331491712707182
"john" 0 0 0 0 0.24390243902439 0 0 0 0 0 0.0776096235933256 0.114285714285714 0 0.142857142857143 0.0569476082004556 0 0 0 0.0778210116731518 0.184275184275184 0.14903129657228 0.867678958785249 0.403225806451613 0 0 0 0 0 0.270758122743682 0
"legal" 0 0 0.218818380743982 0.18348623853211 0 0 0 0 0.107758620689655 0.13986013986014 0 0 0 0.142857142857143 0 0.349895031490553 0 0.309917355371901 0 0.0614250614250614 0 0.108459869848156 0 0 0 0.179856115107914 0.160771704180064 0 0 0.662983425414365
"matter" 0 0 0 0.917431192660551 0 0.5420054200542 0.24232633279483 0.16750418760469 0 0 0 0.114285714285714 0 0.285714285714286 0 0.0699790062981106 0 0 0.0778210116731518 0.122850122850123 0 0 0 0 0 0 0 0.399361022364217 0 0
"t" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0.142857142857143 0.0569476082004556 0.0699790062981106 0.436681222707424 0.206611570247934 0.0778210116731518 0.307125307125307 0 0 0 0 0 0 0.0803858520900322 0.559105431309904 0.0902527075812274 0.110497237569061
"bar" 0 0 0.218818380743982 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0.170842824601367 0 0 1.03305785123967 0 0.0614250614250614 0 0 0 0 0 0 0 0.559105431309904 0 0
"cannot" 0.147710487444609 0 0.218818380743982 0.73394495412844 0.365853658536585 0 0 0.586264656616415 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0 0 0.0699790062981106 0 0 0 0 0.447093889716841 0 0 0 0 0 0 0 0 0
"death" 0 0 0 0 0.365853658536585 0 0.0807754442649435 0 0 0.699300699300699 0 0 0 0 0 0 0 0 0 0 0 0.433839479392625 0 0 0.427807486631016 0.359712230215827 0.0803858520900322 0 0.270758122743682 0
"do" 0.147710487444609 0 0.218818380743982 0 0 0 0.24232633279483 0 0.107758620689655 0 0.0388048117966628 0.228571428571429 0 0 0.170842824601367 0.209937018894332 0.436681222707424 0 0.0778210116731518 0.0614250614250614 0 0.108459869848156 0 0 0.106951871657754 0 0 0.159744408945687 0 0.110497237569061
"given" 0 0 0.218818380743982 0 0 0 0.24232633279483 0.0837520938023451 0 0 0 0.114285714285714 0 0.285714285714286 0 0.279916025192442 0.436681222707424 0.413223140495868 0.155642023346304 0 0 0 0 0 0.106951871657754 0 0 0 0 0.331491712707182
"others" 0 0 0 0 0.24390243902439 0 0.161550888529887 0 0.107758620689655 0.27972027972028 0.0388048117966628 0 0 0.142857142857143 0.113895216400911 0 0 0 0.0778210116731518 0.184275184275184 0 0 0 0 0.106951871657754 0 0.241157556270096 0 0.36101083032491 0
"patent" 0 0 0 2.01834862385321 0.121951219512195 0 0 0.0837520938023451 0 0.13986013986014 0 0 0 0 0 0 0 0 0 0 0 0.759219088937093 0 0 0.213903743315508 0 0 0 0 0
"some" 0 0 0.218818380743982 0 0 0 0.0807754442649435 0 0.21551724137931 0 0.116414435389988 0.228571428571429 0 0.142857142857143 0.113895216400911 0.139958012596221 0 0.103305785123967 0.0778210116731518 0.245700245700246 0 0.108459869848156 0 0 0 0 0.160771704180064 0 0 0
"common" 0 0 0 0 0.365853658536585 0 0 0 0 0.559440559440559 0.0776096235933256 0 0 0 0.113895216400911 0 0 0 0.155642023346304 0 0.447093889716841 0 0 0 0 0 0 0.479233226837061 0 0
"conveyed" 0 0.228310502283105 0 0 0 0 0 0 0 0 0.349243306169965 0 0 0.142857142857143 0.398633257403189 0 0 0 0 0.122850122850123 0 0.108459869848156 0 0 0 0 0 0 0 0
"defendants" 0 0 0 0 0.365853658536585 0 0.646203554119548 0 0 0 0 0 0.264550264550265 0.285714285714286 0 0.0699790062981106 0 0.206611570247934 0.0778210116731518 0.0614250614250614 0 0 0 0 0 0.179856115107914 0 0 0 0.110497237569061
"executors" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17647058823529 0 0.401929260450161 0.159744408945687 0 0.441988950276243
"pay" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0.0388048117966628 0 0 0 0.113895216400911 0.139958012596221 0 1.13636363636364 0 0.0614250614250614 0 0 0 0 0 0.179856115107914 0 0.159744408945687 0 0.110497237569061
"payment" 0.443131462333826 0 0 0 0 0 0 0 0 0 0.155219247186651 0 0 0.428571428571429 0.0569476082004556 0.489853044086774 0.436681222707424 0.103305785123967 0.155642023346304 0 0 0 0 0 0 0 0 0 0 0
"proceedings" 0.295420974889217 0.114155251141553 0 0 0 0.2710027100271 0.0807754442649435 0 0 0.13986013986014 0.0388048117966628 0 0 0.142857142857143 0 0.139958012596221 0.436681222707424 0 0 0 0.14903129657228 0 0.806451612903226 0 0.106951871657754 0.719424460431655 0 0 0.180505415162455 0.110497237569061
"received" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0.0776096235933256 0.114285714285714 0 0 0.0569476082004556 0.349895031490553 0 0.206611570247934 0.0778210116731518 0 0 0 0 0.268817204301075 0 0 0 0.0798722044728434 0 0.773480662983425
"reversed" 0.147710487444609 0 0.218818380743982 0.18348623853211 0 0.2710027100271 0 0 0 0.13986013986014 0.0776096235933256 0 0.132275132275132 0.142857142857143 0 0.0699790062981106 0.436681222707424 0 0 0.0614250614250614 0.14903129657228 0 0.403225806451613 0 0.320855614973262 0.179856115107914 0.160771704180064 0 0.0902527075812274 0.110497237569061
"she" 0 0 0 0.36697247706422 0 0 0 0 0 0.979020979020979 0 0 0 0 0.170842824601367 0 0 0 0 0 0.745156482861401 0 0 0 0 0 0.160771704180064 0 0.270758122743682 0
"well" 0.147710487444609 0 0 0 0 0 0.0807754442649435 0.16750418760469 0 0 0 0.114285714285714 0.396825396825397 0.285714285714286 0.227790432801822 0.0699790062981106 0.436681222707424 0 0 0.0614250614250614 0 0.108459869848156 0 0 0.106951871657754 0 0.0803858520900322 0 0.0902527075812274 0.110497237569061
"writ" 0.147710487444609 0.570776255707763 0.218818380743982 0.18348623853211 0.121951219512195 0 0.161550888529887 0 0 0.13986013986014 0.0776096235933256 0 0 0 0 0 0 0.103305785123967 0.0778210116731518 0.122850122850123 0.14903129657228 0 0.403225806451613 0 0 0 0 0.0798722044728434 0.0902527075812274 0
"afterwards" 0 0 0 0 0 0 0.161550888529887 0 0.21551724137931 0 0.0388048117966628 0 0 0.571428571428571 0 0.0699790062981106 0 0.206611570247934 0 0 0 0 0 0 0 0 0.321543408360129 0.159744408945687 0.180505415162455 0.110497237569061
"assignment" 0 0.228310502283105 0 0 0 0 0.0807754442649435 0 0 0 0.116414435389988 0 0 0 0 0 0 0 0 0.0614250614250614 0.14903129657228 0 0 0 0 0 0.0803858520900322 0 0 1.32596685082873
"b" 0 0 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0.142857142857143 0.170842824601367 0.209937018894332 0.873362445414847 0.309917355371901 0.0778210116731518 0.0614250614250614 0 0 0 0 0 0.179856115107914 0.0803858520900322 0.0798722044728434 0.180505415162455 0.110497237569061
"claim" 0 0 0 0 0.48780487804878 0 0 0 0.323275862068966 0.13986013986014 0 0 0 0 0.569476082004556 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0.220994475138122
"country" 0 0 0 0.73394495412844 0 0 0 0 0 0 0.0776096235933256 0 0 0 0 0 0 0 0.311284046692607 0 0.14903129657228 0.108459869848156 0 0 0.427807486631016 0.539568345323741 0.0803858520900322 0.0798722044728434 0 0
"does" 0 0.114155251141553 0.218818380743982 0 0.121951219512195 0.2710027100271 0.161550888529887 0.33500837520938 0 0 0 0.342857142857143 0 0 0.0569476082004556 0.0699790062981106 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0.23961661341853 0 0.220994475138122
"might" 0 0.342465753424658 0 0 0.121951219512195 0 0 0 0.107758620689655 0 0.155219247186651 0.114285714285714 0 0 0.0569476082004556 0 0 0 0 0.122850122850123 0 0.650759219088937 0 0 0 0 0 0 0.180505415162455 0
"notice" 0.295420974889217 0.228310502283105 0 0 0 0.813008130081301 0.0807754442649435 0 0 0 0 0.114285714285714 0 0 0 0 0 0 0.389105058365759 0.184275184275184 0.14903129657228 0 0 0 0 0 0 0 0 0.331491712707182
"objection" 0.443131462333826 0 0 0 0 0 0.646203554119548 0.418760469011725 0 0 0.0388048117966628 0 0 0 0 0 0 0.103305785123967 0 0 0 0.216919739696312 0 0 0 0 0 0 0.0902527075812274 0
"possession" 0 0.114155251141553 0 0 0.121951219512195 0 0 0.0837520938023451 0 0.13986013986014 0 0 0 0 0 0 0 0 0 0.42997542997543 1.19225037257824 0 0 0 0.106951871657754 0 0 0 0.0902527075812274 0
"recover" 0.147710487444609 0 0 0 0.609756097560976 0 0.24232633279483 0 0 0.13986013986014 0 0.228571428571429 0.132275132275132 0 0 0 0 0.103305785123967 0 0.184275184275184 0 0 0 0 0.106951871657754 0 0 0 0.180505415162455 0.110497237569061
"widow" 0 0 0 0 0 0 0 0 0 0.27972027972028 0 0 0 0 0.740318906605923 0 0 0 0 0 0.894187779433681 0 0 0 0 0 0 0 0 0
"because" 0 0.114155251141553 0.218818380743982 0 0.121951219512195 0.5420054200542 0 0 0 0.13986013986014 0.194024058983314 0 0.132275132275132 0.142857142857143 0.0569476082004556 0.0699790062981106 0 0.206611570247934 0 0.0614250614250614 0 0 0 0.268817204301075 0 0 0 0.0798722044728434 0 0
"cite" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.0569476082004556 0.0699790062981106 0.436681222707424 0.103305785123967 0.0778210116731518 0.0614250614250614 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.110497237569061
"facts" 0 0 0 0 0 0 0 0 0 0 0.155219247186651 0 0.132275132275132 0 0 0.139958012596221 0 0 0.700389105058366 0 0 0 0 0 0 0 0 0 0.180505415162455 0.220994475138122
"headnotes" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.0569476082004556 0.0699790062981106 0.436681222707424 0.103305785123967 0.0778210116731518 0.0614250614250614 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.110497237569061
"sustained" 0 0 0 0 0 0 0.403877221324717 0.251256281407035 0.21551724137931 0 0.0776096235933256 0.114285714285714 0 0 0 0 0 0 0 0.184275184275184 0 0 0 0 0 0 0.0803858520900322 0.23961661341853 0 0
"west" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.0569476082004556 0.0699790062981106 0.436681222707424 0.103305785123967 0.0778210116731518 0.0614250614250614 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.110497237569061
"wl" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.0569476082004556 0.0699790062981106 0.436681222707424 0.103305785123967 0.0778210116731518 0.0614250614250614 0.14903129657228 0.108459869848156 0.403225806451613 0.268817204301075 0.106951871657754 0.179856115107914 0.0803858520900322 0.0798722044728434 0.0902527075812274 0.110497237569061
"amount" 0.443131462333826 0 0 0 0 0 0.0807754442649435 0 0 0 0 0.114285714285714 0.132275132275132 0.285714285714286 0 0.489853044086774 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0.331491712707182
"appeal" 0 0 0 0 0 0 0 0 0 0 0 0.228571428571429 0 0 0.0569476082004556 0.419874037788663 0.436681222707424 0 0 0 0 0.108459869848156 0 0.806451612903226 0.106951871657754 0.179856115107914 0.0803858520900322 0 0.180505415162455 0
"breach" 0 0 0 0 0 0 0.646203554119548 0 0 0 0.116414435389988 0 0.132275132275132 0.857142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"controversy" 0 0.114155251141553 0 0 0 0 0 0.16750418760469 0 0 0.0388048117966628 0 0 0 0.113895216400911 0 0 0 0.0778210116731518 0.491400491400491 0 0 0 0 0 0 0 0.159744408945687 0 0.220994475138122
"covenants" 0 0 0.218818380743982 0 0 0 0.323101777059774 0 0 0 0.27163368257664 0 0 0.714285714285714 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0 0.0902527075812274 0
"executed" 0 0 0.218818380743982 0 0 0 0.0807754442649435 0.16750418760469 0 0 0.194024058983314 0 0.264550264550265 0 0 0 0 0 0 0 0 0 0 0 0.106951871657754 0 0.321543408360129 0 0.270758122743682 0
"further" 0 0.342465753424658 0 0.18348623853211 0 0.2710027100271 0 0.0837520938023451 0 0 0.0388048117966628 0 0.132275132275132 0 0 0 0 0 0.233463035019455 0.0614250614250614 0 0 0.403225806451613 0 0.106951871657754 0.179856115107914 0 0.159744408945687 0.0902527075812274 0.110497237569061
"granted" 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0 0 0 0 0 0 0 0 0 0.53475935828877 0 0.964630225080386 0 0 0
"issue" 0 0 0 0 0.121951219512195 0 0 0.33500837520938 0 0 0.0388048117966628 0 0.132275132275132 0 0 0 0 0.309917355371901 0 0.245700245700246 0 0.325379609544469 0 0 0 0 0 0 0.0902527075812274 0.110497237569061
"joint" 0 0 0.656455142231947 0 1.34146341463415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0.36101083032491 0
"mahan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.71480144404332 0
"notary" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.47859922178988 0 0 0 0 0 0 0 0 0 0 0
"offered" 0.295420974889217 0 0 0.18348623853211 0 0 0 0.33500837520938 0 0.559440559440559 0 0 0.264550264550265 0.142857142857143 0 0 1.31004366812227 0.206611570247934 0 0 0 0 0 0 0 0 0 0 0 0
"protest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.47859922178988 0 0 0 0 0 0 0 0 0 0 0
"recovered" 0.147710487444609 0 0 0 0.121951219512195 0 0 0 0 0 0.116414435389988 0 0.132275132275132 0 0 0.489853044086774 0 0 0.0778210116731518 0 0.14903129657228 0 0 0 0 0.179856115107914 0 0 0.180505415162455 0.110497237569061
"remedy" 0 0 0 0 0 0 0 0 0 0 0.155219247186651 0.342857142857143 1.19047619047619 0 0 0.0699790062981106 0 0.206611570247934 0 0 0 0 0 0 0 0 0 0 0 0
"rule" 0 0 0 0 0.121951219512195 0 0 0 0 0 0.0776096235933256 0.114285714285714 0 0.285714285714286 0.227790432801822 0 0 0.309917355371901 0.0778210116731518 0.0614250614250614 0 0 0 0 0 0 0 0.159744408945687 0.180505415162455 0
"set" 0.886262924667651 0 0 0 0.121951219512195 0 0.161550888529887 0 0 0 0.0776096235933256 0.342857142857143 0.132275132275132 0.142857142857143 0 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0.160771704180064 0 0 0
"steele" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08200455580866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trial" 0 0 0 0.18348623853211 0.121951219512195 0 0.0807754442649435 0.0837520938023451 0 0.13986013986014 0.0776096235933256 0 0 0.142857142857143 0 0 0 0.103305785123967 0.155642023346304 0 0.29806259314456 0 0 0.806451612903226 0 0 0 0 0.0902527075812274 0.220994475138122
"two" 0 0 0.437636761487965 0.18348623853211 0 0 0.161550888529887 0.0837520938023451 0 0 0.116414435389988 0 0.132275132275132 0.142857142857143 0.113895216400911 0 0.873362445414847 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0.180505415162455 0.110497237569061
"until" 0.443131462333826 0 0.437636761487965 0.18348623853211 0 0.2710027100271 0.24232633279483 0 0 0 0 0 0 0 0 0 0 0 0 0 0.447093889716841 0.216919739696312 0 0 0.427807486631016 0 0 0 0 0
"within" 0 0 0.218818380743982 0.55045871559633 0 0 0 0.16750418760469 0 0 0 0 0 0 0 0 0 0.103305785123967 0.155642023346304 0.0614250614250614 0.447093889716841 0 0 0 0 0.359712230215827 0.321543408360129 0 0 0
"arbitration" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.307125307125307 0 0 0 0 0 0 0 1.03833865814696 0 0
"boyd" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.98895027624309
"day" 0 0 0.218818380743982 0 0 0 0.0807754442649435 0.16750418760469 0 0 0 0.114285714285714 0 0.285714285714286 0 0 0 0 0.0778210116731518 0.122850122850123 0 0 0 0 0 0 0.241157556270096 0.399361022364217 0 0
"either" 0 0 0 0 0 0 0.0807754442649435 0 0.107758620689655 0 0.0388048117966628 0 0 0 0 0.0699790062981106 0 0.103305785123967 0.155642023346304 0.122850122850123 0 0 0 0.268817204301075 0.106951871657754 0.719424460431655 0.160771704180064 0 0.0902527075812274 0
"l" 1.92023633677991 0 0 0 0 0 0 0 0 0.13986013986014 0 0.114285714285714 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0.0803858520900322 0.0798722044728434 0 0
"lot" 0 0 0 0 0 0 0 0 0 0 0.388048117966628 0.457142857142857 0 0 0.227790432801822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"make" 0 0.228310502283105 0 0 0.121951219512195 0 0.0807754442649435 0.0837520938023451 0.107758620689655 0 0.116414435389988 0.114285714285714 0 0.142857142857143 0 0.0699790062981106 0 0 0 0.184275184275184 0 0.108459869848156 0 0 0 0 0.160771704180064 0 0 0
"mrs" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0 0 0 0 0 0 0 0 0 0 0.29806259314456 0 0 0 0 0 1.20578778135048 0 0 0
"new" 0 0 0 0.18348623853211 0 0 0.24232633279483 0 0 0.13986013986014 0 0.114285714285714 0.132275132275132 0.142857142857143 0.113895216400911 0 0.436681222707424 0.206611570247934 0 0 0.29806259314456 0 0 0.806451612903226 0 0 0 0 0 0
"now" 0 0.114155251141553 0 0 0 0 0.0807754442649435 0.0837520938023451 0 0 0.116414435389988 0 0 0.142857142857143 0.0569476082004556 0.139958012596221 0 0.103305785123967 0.0778210116731518 0.0614250614250614 0 0 0 0 0.320855614973262 0 0 0.0798722044728434 0.0902527075812274 0
"subject" 0 0.228310502283105 0 0 0.121951219512195 0.2710027100271 0 0 0 0 0.0776096235933256 0 0 0 0.0569476082004556 0 0 0.103305785123967 0 0 0 0.108459869848156 0 0 0.106951871657754 0 0 0.559105431309904 0.0902527075812274 0
"true" 0 0 0 0 0 0 0 0 0 0.13986013986014 0.0388048117966628 0.114285714285714 0.132275132275132 0.142857142857143 0.113895216400911 0.279916025192442 0 0 0.0778210116731518 0 0.29806259314456 0 0 0 0.106951871657754 0.179856115107914 0 0.0798722044728434 0.0902527075812274 0
