"boyle_021-out" "boyle_022-out" "Dickens_Hard" "sneed_people"
"face" 0 0 0.148273670832451 0.00519831574569839
"Judgment" 0.13531799729364 0.0912408759124088 0 0
"known" 0 0 0.0452523540852285 0.0519831574569839
"north" 0 0 0.000962816044366563 0
"petition" 0 0 0.000962816044366563 0.00519831574569839
"section" 0 0 0 0.0831730519311743
"terms" 0 0 0.0144422406654985 0.00519831574569839
"valid" 0 0 0 0
"Virginia" 0 0.72992700729927 0 0.00519831574569839
"acre" 0 0 0 0.0155949472370952
"agent" 0 0 0 0.0103966314913968
"L" 0 0 0 0
"Marsh" 0 0 0 0
"next" 0 0 0.0192563208873313 0.0311898944741904
"appellees" 0 0.547445255474453 0 0
"consequently" 0 0 0.00288844813309969 0.00519831574569839
"down" 0 0.0912408759124088 0.155013383143017 0.025991578728492
"grant" 0 0.0912408759124088 0 0
"include" 0 0 0 0
"proven" 0 0 0 0
"river" 0 0.182481751824818 0.00288844813309969 0.00519831574569839
"Samuel" 0 0 0 0.025991578728492
"surveyed" 0 0 0.00192563208873313 0
"taking" 0 0 0.0279216652866303 0.0155949472370952
"till" 0 0 0.0317729294640966 0.0519831574569839
"very" 0.13531799729364 0 0.223373322293043 0.0571814732026823
"binding" 0 0 0 0.00519831574569839
"breach" 0 0 0 0.00519831574569839
"defense" 0.27063599458728 0 0 0
"Equity" 0 0 0 0
"form" 0 0 0.0163678727542316 0.0155949472370952
"K" 0 0 0 0.0103966314913968
"many" 0.13531799729364 0 0.0741368354162254 0.0779747361854759
"named" 0 0 0.00288844813309969 0.00519831574569839
"off" 0 0 0.0847278119042576 0.0467848417112855
"principles" 0 0 0.00288844813309969 0.0155949472370952
"questions" 0 0 0.00481408022183282 0.0155949472370952
"read" 0 0 0.022144769020431 0.0623797889483807
"witnesses" 0 0 0.00288844813309969 0.00519831574569839
"bills" 0 0 0.00192563208873313 0.0311898944741904
"courts" 0 0 0.00288844813309969 0.0831730519311743
"force" 0 0 0.0105909764880322 0.0103966314913968
"granted" 0 0.0912408759124088 0.000962816044366563 0
"II" 0 0 0.00288844813309969 0
"lessors" 0 0 0 0
"merits" 0 0 0.00288844813309969 0
"moved" 0 0.182481751824818 0.0259960331978972 0.0103966314913968
"south" 0 0 0.000962816044366563 0
"think" 0 0 0.107835396969055 0.0311898944741904
"work" 0 0 0.0558433305732607 0.00519831574569839
"By" 0 0.0912408759124088 0.0211819529760644 0.00519831574569839
"character" 0 0 0.0211819529760644 0.0311898944741904
"circumstances" 0.27063599458728 0.0912408759124088 0.0192563208873313 0.0415865259655872
"claiming" 0 0.182481751824818 0.00192563208873313 0
"Clay" 0 0 0 0.0103966314913968
"competent" 0 0 0.000962816044366563 0.00519831574569839
"cost" 0 0 0.00673971231056594 0
"Courts" 0 0 0.000962816044366563 0
"final" 0 0.0912408759124088 0 0.00519831574569839
"Judge" 0 0 0 0.0415865259655872
"nature" 0 0 0.0211819529760644 0.0103966314913968
"need" 0 0 0.022144769020431 0.00519831574569839
"negro" 0 0 0 0
"running" 0 0 0.00770252835493251 0.00519831574569839
"thereon" 0 0 0 0.00519831574569839
"thereto" 0 0 0 0.00519831574569839
"took" 0 0.0912408759124088 0.0779880995936916 0.025991578728492
"Trabue" 0 0 0 0
"trace" 0 0 0.00481408022183282 0
"Trenchard" 0 0 0 0
"children" 0 0 0.0288844813309969 0.0155949472370952
"equally" 0 0.0912408759124088 0.00385126417746625 0.025991578728492
"erred" 0 0 0 0
"erroneous" 0 0 0 0.00519831574569839
"exceptions" 0 0.0912408759124088 0 0.00519831574569839
"expressly" 0 0 0.00192563208873313 0.0155949472370952
"full" 0 0 0.0202191369316978 0.025991578728492
"infant" 0 0 0.00385126417746625 0
"points" 0 0 0.00866534439929907 0.0103966314913968
"presented" 0 0 0.00673971231056594 0.00519831574569839
"Rogers" 0 0 0 0
"THIS" 0.13531799729364 0.0912408759124088 0 0
"certainly" 0 0 0.0125166085767653 0.0103966314913968
"conveyances" 0 0 0 0.00519831574569839
"copy" 0 0 0 0.0155949472370952
"declared" 0.13531799729364 0 0.000962816044366563 0.0155949472370952
"hire" 0 0 0 0
"Jarman" 0 0 0 0
"lie" 0 0 0.00866534439929907 0
"mistake" 0 0 0.0105909764880322 0
"neither" 0.13531799729364 0 0.0105909764880322 0.0155949472370952
"personal" 0 0 0.00288844813309969 0.0415865259655872
"pleaded" 0.13531799729364 0.0912408759124088 0.00192563208873313 0
"poles" 0 0 0.00288844813309969 0
"prior" 0.13531799729364 0.0912408759124088 0 0.00519831574569839
"Taylor" 0 0 0 0.025991578728492
"three" 0 0 0.0385126417746625 0.0467848417112855
"whose" 0 0.0912408759124088 0.0134794246211319 0.0363882102198888
"admit" 0 0 0.00385126417746625 0.00519831574569839
"Baker" 0 0 0 0
"charge" 0 0 0.0105909764880322 0.0155949472370952
"Circuit" 0 0.0912408759124088 0 0
"De" 0 0 0.000962816044366563 0
"depositions" 0 0 0 0
"devise" 0 0 0 0
"five" 0 0 0.0182935048429647 0
"giving" 0.13531799729364 0 0.0105909764880322 0.0155949472370952
"Lands" 0 0 0 0
"leave" 0 0 0.0279216652866303 0.0311898944741904
"No" 0 0 0.0818393637711579 0.0155949472370952
"object" 0 0 0.0231075850647975 0.0155949472370952
"stated" 0 0 0.00481408022183282 0.025991578728492
"want" 0 0 0.0654714910169263 0.0103966314913968
"argument" 0 0 0 0.00519831574569839
"assignee" 0 0 0 0
"benefit" 0 0.182481751824818 0.00288844813309969 0.0155949472370952
"clearly" 0 0 0.00288844813309969 0
"contrary" 0 0.0912408759124088 0.00770252835493251 0.0103966314913968
"executor" 0 0 0 0
"four" 0 0 0.0231075850647975 0.0207932629827936
"inconsistent" 0 0 0 0
"instructions" 0 0 0.00288844813309969 0
"less" 0 0 0.0279216652866303 0.0155949472370952
"Lexington" 0 0 0 0.0935696834225711
"lines" 0 0 0.00192563208873313 0
"lost" 0 0 0.0173306887985981 0.00519831574569839
"Oct" 0 0 0 0
"possessed" 0 0.0912408759124088 0.00770252835493251 0.00519831574569839
"purchased" 0 0 0.000962816044366563 0.00519831574569839
"rights" 0 0.273722627737226 0.00385126417746625 0.114362946405365
"spring" 0 0.182481751824818 0.00673971231056594 0
"thing" 0.13531799729364 0 0.037549825730296 0.0103966314913968
"through" 0 0 0.0712483872831257 0.0415865259655872
"written" 0 0 0.00673971231056594 0.0155949472370952
"admissible" 0 0 0 0
"aforesaid" 0 0 0.000962816044366563 0.0311898944741904
"ancestor" 0 0 0.000962816044366563 0
"established" 0.13531799729364 0 0.00770252835493251 0.0363882102198888
"excepted" 0.13531799729364 0.0912408759124088 0.000962816044366563 0
"fork" 0 0 0 0
"founded" 0 0 0 0.0103966314913968
"French" 0 0 0.00192563208873313 0
"go" 0.27063599458728 0 0.109761029057788 0.0207932629827936
"instance" 0.13531799729364 0.0912408759124088 0.00288844813309969 0.00519831574569839
"justices" 0 0 0.000962816044366563 0.0155949472370952
"Mon" 0 0 0 0
"parol" 0 0 0 0.00519831574569839
"perform" 0 0 0.000962816044366563 0.00519831574569839
"previous" 0 0 0.00577689626619938 0
"signed" 0 0 0.000962816044366563 0
"special" 0 0 0.00481408022183282 0
"substance" 0 0 0.000962816044366563 0.00519831574569839
"accordingly" 0 0 0.000962816044366563 0.00519831574569839
"affidavit" 0 0 0 0
"Allison" 0 0 0 0
"APPEAL" 0 0 0 0
"applied" 0 0 0.00192563208873313 0.0103966314913968
"apprehend" 0 0 0.000962816044366563 0
"delivery" 0 0 0 0
"etc" 0 0 0 0.00519831574569839
"Formerly" 0 0 0 0
"hands" 0 0 0.0481408022183282 0.025991578728492
"intention" 0 0.182481751824818 0.00577689626619938 0.0103966314913968
"introduced" 0 0 0.00192563208873313 0.0103966314913968
"offered" 0.13531799729364 0 0.00385126417746625 0.00519831574569839
"Pleading" 0 0 0 0
"publication" 0 0 0 0
"say" 0 0.0912408759124088 0.169455623808515 0.114362946405365
"sell" 0 0 0.00770252835493251 0.0155949472370952
"suppose" 0 0 0.0298472973753635 0.0207932629827936
"acknowledged" 0 0 0.000962816044366563 0.0311898944741904
"alone" 0.13531799729364 0 0.0346613775971963 0.0103966314913968
"appealed" 0 0 0 0.00519831574569839
"attorney" 0 0 0 0.025991578728492
"circumstance" 0 0.0912408759124088 0.00962816044366563 0.00519831574569839
"contains" 0 0 0 0
"DELIVERED" 0 0 0 0
"eight" 0 0 0.00770252835493251 0
"guardian" 0 0 0.000962816044366563 0
"husband" 0 0 0.0192563208873313 0.00519831574569839
"Licking" 0 0 0 0
"Litt" 0 0 0 0
"pass" 0 0 0.00770252835493251 0.0467848417112855
"payable" 0 0 0 0.00519831574569839
"presumption" 0 0 0.000962816044366563 0.0103966314913968
"put" 0 0 0.0760624675049585 0.025991578728492
"recovered" 0 0 0.00192563208873313 0
"relied" 0 0 0 0
"requires" 0.13531799729364 0 0 0.0103966314913968
"way" 0 0.0912408759124088 0.129017349945119 0.0623797889483807
"Whether" 0 0 0.00673971231056594 0.0207932629827936
"At" 0 0 0.0298472973753635 0.0207932629827936
"authorize" 0 0 0 0
"authorized" 0 0 0 0
"clerk" 0 0 0.000962816044366563 0.109164630659666
"description" 0 0 0.00192563208873313 0.0103966314913968
"end" 0 0 0.0269588492422638 0.0155949472370952
"find" 0 0.0912408759124088 0.0510292503514279 0.025991578728492
"mentioned" 0 0 0.0182935048429647 0.0103966314913968
"particular" 0 0.0912408759124088 0.0144422406654985 0.025991578728492
"position" 0 0 0.0173306887985981 0
"support" 0 0 0.00288844813309969 0.0311898944741904
"supported" 0 0 0.00288844813309969 0.0103966314913968
"TO" 0 0 0 0
"understood" 0 0 0.0134794246211319 0.0155949472370952
"vendor" 0 0 0 0
"while" 0 0.0912408759124088 0.0568061466176272 0.0883713676768727
"absent" 0 0 0.000962816044366563 0
"Actions" 0 0 0 0
"aid" 0 0 0.00673971231056594 0.025991578728492
"allege" 0 0 0 0
"alleging" 0 0 0 0
"answers" 0 0 0.000962816044366563 0.0103966314913968
"application" 0 0 0.00481408022183282 0
"Ballard" 0 0 0 0
"decide" 0 0.0912408759124088 0.00192563208873313 0.00519831574569839
"defence" 0 0 0.000962816044366563 0
"described" 0 0 0.00288844813309969 0
"difficulty" 0 0.0912408759124088 0.00673971231056594 0.0155949472370952
"discount" 0 0 0 0
"follows" 0 0 0 0.0155949472370952
"included" 0 0 0.000962816044366563 0
"instruct" 0 0 0 0.00519831574569839
"laid" 0 0 0.0202191369316978 0.0155949472370952
"Lomerie" 0 0 0 0
"long" 0 0 0.0972444204810229 0.025991578728492
"none" 0 0 0.0173306887985981 0.00519831574569839
"operation" 0 0 0.000962816044366563 0.00519831574569839
"peace" 0.27063599458728 0 0.00577689626619938 0.0207932629827936
"answered" 0 0 0.0317729294640966 0
"appeared" 0 0 0.03081011341973 0
"appointed" 0 0 0.00673971231056594 0.0467848417112855
"dated" 0 0 0 0.00519831574569839
"devisees" 0 0 0 0
"directions" 0 0 0.00288844813309969 0
"ERROR" 0 0 0 0
"exhibited" 0 0 0.00192563208873313 0.00519831574569839
"expressions" 0 0 0.00288844813309969 0
"fraud" 0 0 0 0
"indeed" 0.13531799729364 0 0.0317729294640966 0.00519831574569839
"insufficient" 0 0 0.000962816044366563 0
"laws" 0 1.09489051094891 0.00770252835493251 0.109164630659666
"legislature" 0 0 0 0.374278733690284
"letter" 0 0 0.0231075850647975 0.0103966314913968
"notwithstanding" 0 0 0.00288844813309969 0.0207932629827936
"objected" 0.13531799729364 0 0.000962816044366563 0
"prevent" 0 0 0.00385126417746625 0.025991578728492
"returned" 0 0 0.135757062255685 0.0155949472370952
"States" 0 0.547445255474453 0 0.0779747361854759
"ten" 0 0 0.00770252835493251 0.00519831574569839
"tenant" 0 0 0 0
"actually" 0 0 0.00288844813309969 0
"allegation" 0 0 0 0
"Appeal" 0 0 0 0
"awarded" 0 0 0 0.00519831574569839
"boundary" 0 0.182481751824818 0 0
"construed" 0 0 0 0
"discharge" 0 0 0.00385126417746625 0.00519831574569839
"doctrine" 0 0 0 0.0155949472370952
"Error" 0 0 0 0
"errors" 0 0.0912408759124088 0.00192563208873313 0
"hold" 0 0 0.022144769020431 0.0311898944741904
"knowledge" 0 0 0.0144422406654985 0.025991578728492
"life" 0 0 0.0818393637711579 0.0207932629827936
"ON" 0 0 0 0
"Performance" 0 0 0.000962816044366563 0
"permitted" 0.27063599458728 0 0.00481408022183282 0.0103966314913968
"remedy" 0.13531799729364 0 0 0.0155949472370952
"require" 0 0 0 0.0103966314913968
"residue" 0 0 0 0.0155949472370952
"settle" 0 0 0.00192563208873313 0.0103966314913968
"State" 0 0.72992700729927 0.00288844813309969 0
"validity" 0 0 0 0
"After" 0 0 0.0211819529760644 0.0207932629827936
"allowed" 0 0 0.00866534439929907 0.00519831574569839
"assumpsit" 0 0 0 0
"became" 0 0 0.0163678727542316 0.0623797889483807
"bring" 0 0 0.022144769020431 0.0207932629827936
"Craig" 0 0 0 0
"daughter" 0 0 0.0423639059521288 0
"December" 0 0 0 0.0207932629827936
"decisions" 0 0 0 0.0155949472370952
"entries" 0 0 0 0
"existence" 0.27063599458728 0.182481751824818 0.0134794246211319 0.0363882102198888
"Greenberry" 0 0 0 0
"how" 0 0 0.114575109279621 0.0779747361854759
"mode" 0 0 0.00288844813309969 0.0207932629827936
"Ormsby" 0 0 0 0
"otherwise" 0 0 0.00962816044366563 0.0207932629827936
"patentee" 0 0 0 0
"plat" 0 0 0 0
"render" 0 0.0912408759124088 0.00385126417746625 0.025991578728492
"rules" 0 0.0912408759124088 0.000962816044366563 0
"states" 0 0 0 0.025991578728492
"stipulated" 0 0 0 0
"Stockton" 0 0 0 0
"us" 0 0 0.0606574107950935 0.0311898944741904
"Action" 0 0 0 0
"adjoin" 0 0 0 0
"adjoining" 0 0 0.000962816044366563 0
"angles" 0 0 0 0
"appeals" 0 0 0 0.207932629827936
"covenants" 0 0 0 0.00519831574569839
"credit" 0 0 0.00288844813309969 0.0311898944741904
"David" 0 0 0 0.0207932629827936
"deceased" 0 0 0.000962816044366563 0.00519831574569839
"deposition" 0 0 0 0
"directing" 0 0 0 0.0155949472370952
"discounted" 0 0 0 0.00519831574569839
"Fowler" 0 0 0 0.0155949472370952
"inferior" 0 0 0.000962816044366563 0.0311898944741904
"instead" 0 0 0.0163678727542316 0.0155949472370952
"IV" 0 0 0.00288844813309969 0
"maintain" 0 0 0.000962816044366563 0.00519831574569839
"Nature" 0 0 0.00192563208873313 0
"near" 0 0 0.0365870096859294 0.0207932629827936
"Nolin" 0 0 0 0
"passage" 0 0 0.000962816044366563 0.0207932629827936
"provision" 0 0 0 0.0363882102198888
"reasonable" 0 0 0.00577689626619938 0
"recovery" 0 0 0 0
"relation" 0 0 0.00577689626619938 0.0155949472370952
"rent" 0 0 0 0
"seal" 0 0 0 0
"small" 0 0 0.0202191369316978 0.0103966314913968
"specific" 0 0 0 0
"stating" 0 0 0 0
"sued" 0 0 0 0.0103966314913968
"sustain" 0 0 0 0
"testimony" 0 0 0.00481408022183282 0
"therein" 0 0.0912408759124088 0 0
"Thompson" 0 0 0 0.00519831574569839
"tried" 0 0 0.0211819529760644 0.025991578728492
"urged" 0 0 0.00385126417746625 0
"actionable" 0.13531799729364 0 0 0
"back" 0 0 0.0914675242148235 0.0103966314913968
"Blight^s" 0 0 0 0
"compelled" 0 0 0.000962816044366563 0.0103966314913968
"complete" 0 0 0.00192563208873313 0.0103966314913968
"cultivation" 0 0 0.000962816044366563 0
"Decree" 0 0 0 0
"difference" 0 0 0.00673971231056594 0.00519831574569839
"equitable" 0 0 0 0
"fair" 0 0 0.00770252835493251 0.00519831574569839
"forth" 0 0 0.0105909764880322 0.0103966314913968
"grantor" 0 0 0 0
"Grounds" 0 0 0 0
"hand" 0 0.0912408759124088 0.127091717856386 0.0467848417112855
"heir" 0 0 0 0
"injury" 0 0 0.00288844813309969 0.0155949472370952
"Joseph" 0 0 0.000962816044366563 0.00519831574569839
"like" 0 0 0.15116211896555 0.0467848417112855
"locator" 0 0 0 0
"material" 0 0 0.00770252835493251 0
"matters" 0 0 0.00770252835493251 0.025991578728492
"merely" 0 0 0.00866534439929907 0.00519831574569839
"Milly" 0 0 0 0
"names" 0 0 0.00673971231056594 0.0207932629827936
"plaintiff^s" 0 0 0 0
"premises" 0 0 0.00192563208873313 0
"prescribed" 0 0 0.000962816044366563 0.00519831574569839
"produce" 0 0 0.00385126417746625 0.00519831574569839
"propriety" 0 0 0.00288844813309969 0.0155949472370952
"remained" 0 0 0.0144422406654985 0.00519831574569839
"security" 0 0 0 0.0207932629827936
"son" 0 0 0.0211819529760644 0.0103966314913968
"unknown" 0 0 0.00288844813309969 0.00519831574569839
"Vendor" 0 0 0 0
"annexed" 0 0 0 0.00519831574569839
"asked" 0 0 0.0596945947507269 0.0103966314913968
"avoid" 0 0 0.00288844813309969 0.00519831574569839
"Charles" 0 0 0.000962816044366563 0.00519831574569839
"commenced" 0 0 0 0.025991578728492
"derived" 0 0 0.00192563208873313 0
"died" 0 0 0.0115537925323988 0
"duty" 0 0 0.0144422406654985 0.0311898944741904
"east" 0 0 0.000962816044366563 0
"enough" 0 0 0.037549825730296 0.0103966314913968
"Execution" 0 0 0 0
"great" 0 0.182481751824818 0.0953187883922898 0.0675781046940791
"Henry" 0 0 0 0.0155949472370952
"improper" 0.13531799729364 0 0.000962816044366563 0.0155949472370952
"improvement" 0 0 0.000962816044366563 0
"January" 0 0 0 0.0363882102198888
"Now" 0 0 0.0789509156380582 0.00519831574569839
"obtain" 0 0 0.000962816044366563 0.00519831574569839
"Possession" 0 0 0 0
"prejudice" 0 0 0 0
"presumed" 0 0 0.000962816044366563 0.0155949472370952
"proceeding" 0 0.0912408759124088 0.000962816044366563 0
"regard" 0 0.0912408759124088 0.00385126417746625 0.0103966314913968
"s" 0 0 0.000962816044366563 0.311898944741904
"Searcy" 0 0 0 0
"seen" 0.13531799729364 0 0.0702855712387591 0.0519831574569839
"six" 0 0.0912408759124088 0.00866534439929907 0.00519831574569839
"Such" 0.13531799729364 0 0.00770252835493251 0.00519831574569839
"thereafter" 0 0 0 0.0103966314913968
"virtue" 0 0 0.00481408022183282 0.00519831574569839
"wholly" 0 0 0.00288844813309969 0.00519831574569839
"affect" 0 0 0.00192563208873313 0
"Apr" 0 0 0 0
"article" 0 0 0.00385126417746625 0.0675781046940791
"Caldwell" 0 0 0 0.00519831574569839
"commencement" 0 0 0 0
"exchange" 0 0 0.000962816044366563 0.00519831574569839
"extent" 0 0 0.00770252835493251 0.0103966314913968
"February" 0 0 0 0.0207932629827936
"including" 0 0 0.000962816044366563 0
"inquiry" 0 0 0.000962816044366563 0.0103966314913968
"least" 0 0 0.0211819529760644 0.0155949472370952
"my" 0 0 0.466965781517783 0.384675365181681
"necessity" 0 0 0.00385126417746625 0.00519831574569839
"November" 0 0.0912408759124088 0 0
"oath" 0 0 0.00385126417746625 0.0103966314913968
"October" 0 0.0912408759124088 0 0.00519831574569839
"Orr" 0 0 0 0
"precedent" 0 0 0 0
"refusing" 0 0 0.000962816044366563 0.0155949472370952
"report" 0 0 0.00288844813309969 0.00519831574569839
"strong" 0 0 0.0202191369316978 0.0155949472370952
"surveyor" 0 0 0 0.00519831574569839
"thousand" 0 0 0.00962816044366563 0.00519831574569839
"too" 0 0 0.108798213013422 0.0467848417112855
"valuable" 0 0 0.000962816044366563 0.00519831574569839
"again" 0 0 0.150199302921184 0.0207932629827936
"assumed" 0 0 0.00577689626619938 0
"child" 0 0 0.0317729294640966 0
"Coburn" 0 0 0 0
"compensation" 0 0 0.000962816044366563 0.0103966314913968
"defective" 0 0 0.000962816044366563 0
"equal" 0 0 0.00481408022183282 0.00519831574569839
"Frankfort" 0 0 0 0.0155949472370952
"George" 0 0 0.00866534439929907 0.025991578728492
"holder" 0 0 0 0
"holding" 0 0.0912408759124088 0.0134794246211319 0.0155949472370952
"import" 0 0 0 0.00519831574569839
"joint" 0 0 0 0.00519831574569839
"kind" 0 0 0.0394754578190291 0.00519831574569839
"lot" 0 0 0.00577689626619938 0.0363882102198888
"makes" 0 0 0.00866534439929907 0.0103966314913968
"Ohio" 0 0.182481751824818 0 0.00519831574569839
"opposite" 0 0 0.00673971231056594 0.00519831574569839
"practice" 0 0 0.000962816044366563 0.0363882102198888
"progress" 0 0 0.00288844813309969 0.0103966314913968
"promise" 0 0 0.00673971231056594 0.00519831574569839
"Property" 0 0 0 0
"Purchaser" 0 0 0 0
"quash" 0 0 0 0
"road" 0 0 0.0182935048429647 0.0103966314913968
"sealed" 0 0 0 0
"setting" 0 0 0.00481408022183282 0
"situation" 0 0 0.00385126417746625 0.0103966314913968
"sufficiently" 0 0 0.00770252835493251 0
"These" 0 0 0.0115537925323988 0.025991578728492
"Title" 0 0 0 0
"vendee" 0 0 0 0
"VI" 0 0 0.00288844813309969 0
"W" 0 0 0.00962816044366563 0.0415865259655872
"whereby" 0 0 0.00192563208873313 0.00519831574569839
"acquired" 0 0 0.00481408022183282 0.00519831574569839
"administration" 0 0 0.000962816044366563 0.0155949472370952
"admission" 0.13531799729364 0 0.000962816044366563 0
"advantage" 0 0 0.00673971231056594 0.00519831574569839
"age" 0 0 0.0192563208873313 0
"AN" 0 0 0.000962816044366563 0
"become" 0 0 0.015405056709865 0.0155949472370952
"book" 0 0 0.00192563208873313 0.0103966314913968
"books" 0.13531799729364 0 0.00770252835493251 0.0311898944741904
"bottom" 0 0 0.00962816044366563 0
"calling" 0 0 0.00481408022183282 0
"come" 0 0 0.153087751054284 0.0103966314913968
"commonwealth" 0 0 0 0.0415865259655872
"compel" 0 0 0 0
"consequence" 0 0 0.00385126417746625 0.0415865259655872
"D" 0 0 0 0.0103966314913968
"debts" 0 0 0 0.0415865259655872
"defect" 0 0 0 0
"denies" 0 0 0 0.00519831574569839
"Effect" 0 0 0 0
"enforce" 0 0 0 0
"Ewing" 0 0 0 0.0155949472370952
"examination" 0 0.0912408759124088 0 0.00519831574569839
"facias" 0 0 0 0
"figure" 0 0 0.0250332171535306 0.00519831574569839
"foregoing" 0 0 0 0
"fourth" 0 0 0.000962816044366563 0.00519831574569839
"gift" 0 0 0.000962816044366563 0
"grounds" 0 0 0.00192563208873313 0
"Hardin" 0 0 0 0.00519831574569839
"Inlow" 0 0 0 0
"insisted" 0 0 0.00192563208873313 0
"instruction" 0 0 0 0.00519831574569839
"joined" 0 0 0.00385126417746625 0
"know" 0 0 0.268625676378271 0.0987679991682695
"New" 0 0 0.000962816044366563 0.00519831574569839
"obligee" 0 0 0 0
"obvious" 0 0 0 0
"permit" 0.27063599458728 0 0.00192563208873313 0
"Peter" 0 0 0.000962816044366563 0
"probably" 0 0 0.0105909764880322 0.025991578728492
"proceed" 0 0 0.00288844813309969 0.00519831574569839
"provisions" 0 0 0 0.0311898944741904
"Rights" 0 0 0.000962816044366563 0
"Robins" 0 0 0 0
"statement" 0 0 0.000962816044366563 0
"stream" 0 0 0.000962816044366563 0
"suits" 0 0 0.000962816044366563 0.025991578728492
"titles" 0 0 0 0
"to-wit" 0 0 0 0.0103966314913968
"transfer" 0 0 0 0
"unfit" 0 0 0.000962816044366563 0
"Upon" 0.13531799729364 0 0.00962816044366563 0.00519831574569839
"V" 0 0 0.00288844813309969 0
"admits" 0 0 0 0
"articles" 0 0 0.00192563208873313 0.0103966314913968
"ascertained" 0 0 0.000962816044366563 0
"assembly" 0 0 0.00288844813309969 0.0155949472370952
"averment" 0 0 0 0
"Bills" 0 0 0 0
"bonds" 0 0 0 0
"breaches" 0 0 0 0
"Brown" 0 0 0 0
"certified" 0 0 0 0
"charged" 0 0 0.00385126417746625 0.0155949472370952
"charges" 0 0 0.00192563208873313 0.00519831574569839
"continued" 0 0 0.00962816044366563 0.0155949472370952
"Deeds" 0 0 0 0
"deemed" 0.13531799729364 0.0912408759124088 0.000962816044366563 0
"E" 0 0 0.00962816044366563 0
"evidently" 0 0 0.000962816044366563 0
"exercise" 0 0 0.00288844813309969 0.0363882102198888
"expressed" 0 0 0.00770252835493251 0.00519831574569839
"furnish" 0 0.0912408759124088 0.000962816044366563 0.0103966314913968
"greater" 0 0 0.0144422406654985 0.0155949472370952
"Hart" 0 0 0 0
"judge" 0 0 0.00192563208873313 0.114362946405365
"limited" 0 0 0.00481408022183282 0.00519831574569839
"little" 0.13531799729364 0.0912408759124088 0.19063757678458 0.0779747361854759
"mother" 0 0 0.0356241936415628 0.0155949472370952
"objections" 0 0 0.000962816044366563 0.0103966314913968
"One" 0 0 0.00962816044366563 0.025991578728492
"Opinion" 0 0 0 0
"penalty" 0 0 0 0
"perceived" 0 0 0.000962816044366563 0
"period" 0 0 0.00866534439929907 0.0155949472370952
"prayed" 0 0 0.000962816044366563 0
"prays" 0 0 0 0
"receipt" 0 0 0.00192563208873313 0
"receive" 0 0 0.00770252835493251 0.00519831574569839
"release" 0 0 0.00192563208873313 0
"rents" 0 0 0 0.00519831574569839
"representatives" 0 0 0.000962816044366563 0.0415865259655872
"st" 0 0 0.00481408022183282 0.0623797889483807
"staves" 0 0 0 0
"sue" 0 0 0 0.00519831574569839
"warrants" 0 0 0 0.00519831574569839
"adversary" 0 0 0.000962816044366563 0
"allegations" 0 0 0 0
"bind" 0 0 0 0
"Claibourne" 0 0 0 0
"Commonwealth" 0 0 0 0.0103966314913968
"conducing" 0 0 0 0
"cross" 0 0 0.00385126417746625 0.0155949472370952
"deciding" 0 0 0 0.00519831574569839
"depends" 0 0 0.000962816044366563 0.0103966314913968
"devised" 0 0 0.000962816044366563 0
"direct" 0 0 0.00385126417746625 0.025991578728492
"dismissing" 0 0 0 0
"drawn" 0 0 0.00577689626619938 0.0675781046940791
"enters" 0 0 0 0
"existing" 0 0 0.00288844813309969 0
"extending" 0 0 0 0
"From" 0 0 0.0134794246211319 0.025991578728492
"H" 0 0 0 0.0467848417112855
"Hilligas" 0 0 0 0
"Hughes" 0 0 0 0.00519831574569839
"inadmissible" 0 0 0 0
"individual" 0 0 0.00481408022183282 0.0207932629827936
"invalid" 0 0 0.00288844813309969 0
"Jones" 0 0 0.000962816044366563 0.0103966314913968
"Jurisdiction" 0 0 0 0
"liability" 0 0 0 0
"man" 0.13531799729364 0 0.177158152163448 0.0987679991682695
"necessarily" 0 0 0.000962816044366563 0.00519831574569839
"noticed" 0 0 0.00192563208873313 0.00519831574569839
"number" 0 0 0.0240704011091641 0.0415865259655872
"Of" 0 0 0.0182935048429647 0.0155949472370952
"omission" 0 0 0 0
"omitted" 0 0 0.000962816044366563 0
"paying" 0 0 0.000962816044366563 0.0103966314913968
"perceive" 0 0 0.00288844813309969 0
"Proceedings" 0 0 0 0
"pronounced" 0 0 0 0.0207932629827936
"Public" 0 0 0 0
"purchasers" 0 0 0 0.0155949472370952
"re-hearing" 0 0 0 0
"rejected" 0 0 0.00288844813309969 0.00519831574569839
"request" 0 0 0.00577689626619938 0
"rest" 0 0 0.0279216652866303 0.00519831574569839
"seem" 0 0 0.0163678727542316 0.0103966314913968
"Specific" 0 0 0 0
"stand" 0 0 0.0125166085767653 0.0155949472370952
"sundry" 0 0 0.000962816044366563 0
"Triplett" 0 0 0 0
"twenty" 0 0 0.022144769020431 0.00519831574569839
"X" 0 0 0.00192563208873313 0
"affected" 0 0 0.00385126417746625 0.00519831574569839
"applies" 0 0 0 0.0103966314913968
"apply" 0 0 0 0.0103966314913968
"assign" 0 0 0 0.00519831574569839
"attempted" 0 0 0.000962816044366563 0.0103966314913968
"avail" 0 0 0.000962816044366563 0.0155949472370952
"bargain" 0 0 0.00385126417746625 0
"believed" 0 0.0912408759124088 0.0163678727542316 0.0519831574569839
"Berthoud" 0 0 0 0
"better" 0 0 0.104946948835955 0.0519831574569839
"boats" 0 0 0 0
"caused" 0 0 0.00288844813309969 0.025991578728492
