"boyle_1809WL0719-out" "boyle_1809WL0766-out" "boyle_1810WL0654-out" "boyle_1810WL0713-out" "boyle_1811WL0784-out" "boyle_1811WL0825-out" "boyle_1811WL0840-out" "boyle_1811WL0845-out" "boyle_1812WL0610-out" "boyle_1812WL0635-out" "boyle_1812WL0644-out" "boyle_1812WL0652-out" "boyle_1813WL0581-out" "boyle_1815WL0678-out" "boyle_1815WL0727-out" "boyle_1816WL0757-out" "boyle_1816WL0775-out" "boyle_1816WL0792-out" "boyle_1816WL0827-out" "boyle_1816WL1500-out" "boyle_1823WL1271-out" "boyle_1824WL1390-out" "boyle_1824WL1481-out" "boyle_1826WL1276-out" "boyle_1827WL2608-out" "mills_1820WL0991-out" "mills_1820WL1026-out" "mills_1820WL1136-out" "mills_1820WL1194-out" "mills_1821WL1059-out" "mills_1821WL1096-out" "mills_1821WL1121-out" "mills_1821WL1130-out" "mills_1821WL1170-out" "mills_1821WL1184-out" "mills_1821WL1195-out" "mills_1821WL1199-out" "mills_1821WL1217-out" "mills_1824WL1520-out" "mills_1824WL1848-out" "mills_1826WL1315-out" "mills_1826WL1327-out" "mills_1826WL1329-out" "mills_1826WL2186-out" "mills_1827WL1437-out" "mills_1827WL1473-out" "mills_1827WL1668-out" "mills_1827WL2588-out" "mills_1828WL1208-out" "mills_1828WL1323-out" "owsley_1812WL0618-out" "owsley_1813WL0589-out" "owsley_1814WL0796-out" "owsley_1815WL0639-out" "owsley_1815WL0708-out" "owsley_1815WL0762-out" "owsley_1816WL0730-out" "owsley_1816WL0736-out" "owsley_1816WL0802-out" "owsley_1816WL0838-out" "owsley_1816WL0845-out" "owsley_1817WL1055-out" "owsley_1817WL1070-out" "owsley_1817WL1106-out" "owsley_1819WL1147-out" "owsley_1819WL1810-out" "owsley_1820WL1131-out" "owsley_1820WL1172-out" "owsley_1820WL1178-out" "owsley_1821WL1037-out" "owsley_1821WL1108-out" "owsley_1821WL1194-out" "owsley_1826WL1286-out" "owsley_1827WL1457-out" "owsley_1827WL1632-out"
"convey" 1.78571428571429 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0.28169014084507 0 1.16648992576882 0 0 0 0 0.16849199663016 0 0 0 0 0 0 0 0 0 0.870646766169154 0 0.204498977505112 0.0330141961043249 0 0 0 0 0 0 0 0 0.0453720508166969 0.100050025012506 0 0 0 0 0 0 0 0 0.420168067226891 0 0 0 0.625 0 0 0 0 0 0.343473994111874 0 0 0 0.0522739153162572 0 0 0
"favor" 0 0 0 0 0 0 0 0 0 0 0.104493207941484 0 0 0.13869625520111 0.0923361034164358 0 0 0 0 0 0 0.280898876404494 0 0 0 0.16849199663016 0.0153421294875729 0 0 0.0503018108651912 0 0 0 0 0 0 0 0.0511247443762781 0 0 0.168444693992139 0.0520833333333333 0.0424088210347752 0.042247570764681 0 0.0677048070412999 0.206398348813209 0.272232304900181 0 0 0.106609808102345 0.243457090687766 0 0 0 0 0 0.140056022408964 0 0 0 0 0.712589073634204 0 0 0 0 0 0.107758620689655 0.157604412923562 0.139925373134328 0.0522739153162572 0.173160173160173 0.588235294117647 0
"ground" 0 0.2 0 0 0 0 0.157232704402516 0 0 0 0 0 0 0 0.0923361034164358 0 0.0827129859387924 0 0 0 0 0.561797752808989 0.0723065798987708 0 0.0109781534745856 0 0.0306842589751458 0 0 0.0503018108651912 0 0 0 0 0.0733137829912024 0 0.375 0.0255623721881391 0.198085176625949 0 0.0561482313307131 0.260416666666667 0.0424088210347752 0 0 0 0 0.0453720508166969 0 0 0 0 0 0 0.293685756240822 0 0 0 0 0.259403372243839 0.163132137030995 0 0 0.384615384615385 0.644329896907217 0 0 0.0490677134445535 0 0.0788022064617809 0.233208955223881 0 0 0 0.0515198351365276
"obtained" 0 0 0 0 0 0 0.157232704402516 0.155038759689922 0.373134328358209 0 0 0.0539956803455724 0 0 0 0 0.165425971877585 0 0 0 0 1.40449438202247 0 0 0 0 0.0306842589751458 0.06265664160401 0 0.0503018108651912 0 0 0 0.053248136315229 0 0.124378109452736 0.125 0.0511247443762781 0.0330141961043249 0.614439324116744 0.112296462661426 0 0.127226463104326 0 0 0.0677048070412999 0.0515995872033024 0.0907441016333938 0.0500250125062531 0 0.0533049040511727 0.0608642726719416 0 0 0.146842878120411 0 0.233644859813084 0.140056022408964 0.20703933747412 0 0.32626427406199 0 0 0 0 0 0 0 0 0.0788022064617809 0 0.0522739153162572 0.25974025974026 0 0
"On" 0 0.2 0 0 0.177619893428064 0 0.157232704402516 0 0.186567164179104 0 0 0.0539956803455724 0 0 0 0 0.0827129859387924 0 0 0 0 0 0.0723065798987708 0 0.0219563069491711 0.08424599831508 0.0613685179502915 0 0 0.301810865191147 0.17921146953405 0 0 0.106496272630458 0 0.124378109452736 0.125 0.0766871165644172 0.0990425883129746 0 0 0 0.0424088210347752 0.042247570764681 0.0400320256204964 0.0677048070412999 0 0.0453720508166969 0 0 0.106609808102345 0.182592818015825 0 0 0 0 0 0 0 0 0.163132137030995 0 0 0 0 0 0.355871886120996 0.14720314033366 0 0 0.0466417910447761 0.0522739153162572 0 0 0
"rule" 0 0 0 0.151515151515152 0 0.689655172413793 0 0 0.186567164179104 0 0.104493207941484 0 0.194552529182879 0 0.0923361034164358 0 0.165425971877585 0 0 0 0 0 0.144613159797542 0.470809792843691 0.0219563069491711 0 0 0.50125313283208 0 0 0 0 0 0.053248136315229 0.293255131964809 0 0 0.0255623721881391 0 0 0.168444693992139 0.0520833333333333 0.0424088210347752 0.042247570764681 0 0.2708192281652 0 0 0.150075037518759 0 0 0.243457090687766 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0515198351365276
"declaration" 0.892857142857143 0 0 1.21212121212121 0 0 0 0 0.373134328358209 0.594059405940594 0.208986415882968 0 1.36186770428016 0 0.277008310249307 0.862068965517241 0 0 0 0 0 0 0.289226319595083 0.282485875706215 0.0109781534745856 0 0.0153421294875729 0 0 0 0 0.103199174406605 0 0.053248136315229 0 0 0 0 0 0 0 0 0 0 0.0400320256204964 0 0 0 0 0.625978090766823 0 0 0 0 0.293685756240822 0 0 0 0 0 0 0 0 0 0 0 0 0.098135426889107 0 0 0 0 0 0 0.0515198351365276
"Headnotes" 0 0 0 0 0.088809946714032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08424599831508 0.0153421294875729 0.06265664160401 0.1085776330076 0.0503018108651912 0.17921146953405 0.0515995872033024 0.180831826401447 0.053248136315229 0.0733137829912024 0.124378109452736 0.125 0.0255623721881391 0.0330141961043249 0.153609831029186 0.0561482313307131 0.0520833333333333 0.0424088210347752 0 0.0400320256204964 0.0677048070412999 0.0515995872033024 0.0453720508166969 0.0500250125062531 0.156494522691706 0.0533049040511727 0.0608642726719416 0.255754475703325 0.304878048780488 0.146842878120411 0.126103404791929 0.116822429906542 0.140056022408964 0.20703933747412 0.12970168612192 0.163132137030995 0.208333333333333 0.237529691211401 0.384615384615385 0.128865979381443 0 0.355871886120996 0.0490677134445535 0.107758620689655 0.0788022064617809 0.0466417910447761 0.0522739153162572 0.0865800865800866 0.147058823529412 0.0515198351365276
"nor" 0 0.1 0 0.151515151515152 0.266429840142096 0 0.471698113207547 0.310077519379845 0.186567164179104 0 0 0.0539956803455724 0 0.13869625520111 0 0.862068965517241 0.0827129859387924 0.258397932816537 0 0 0.106044538706257 0 0 0.0941619585687382 0 0.16849199663016 0.0767106474378644 0 0 0 0 0 0 0 0 0.248756218905473 0.125 0.0255623721881391 0.165070980521624 0 0.112296462661426 0.0520833333333333 0.0848176420695505 0.0844951415293621 0 0 0 0 0 0.156494522691706 0 0 0 0 0.146842878120411 0 0 0 0 0 0.163132137030995 0 0 0 0 0 0 0 0 0.0788022064617809 0 0.0522739153162572 0.0865800865800866 0 0.103039670273055
"notice" 0 0 0.711237553342816 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0827129859387924 0 0 0 0 0 0 0 0.0109781534745856 0.16849199663016 0.230131942313593 0.06265664160401 0 0.0503018108651912 0.17921146953405 0.103199174406605 0 0.266240681576145 0 0 0.25 0.0511247443762781 0 0 0 0 0 0 0.0400320256204964 0 0.154798761609907 0 0 0 0 0.182592818015825 0 0 0 0 0 0.420168067226891 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0
"objection" 0.892857142857143 0.1 0.711237553342816 0.757575757575758 0 0 0 0.155038759689922 0 0.198019801980198 0.104493207941484 0.0539956803455724 0 0 0.0923361034164358 0 0.165425971877585 0 0 0.208768267223382 0 0 0.361532899493854 0 0 0 0.0460263884627186 0 0 0.150905432595573 0.17921146953405 0 0.180831826401447 0 0 0 0 0.0766871165644172 0.0660283922086497 0 0 0 0 0 0 0.0677048070412999 0 0.0907441016333938 0.0500250125062531 0 0.0533049040511727 0.0608642726719416 0 0 0 0 0 0 0.62111801242236 0 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0
"place" 0.892857142857143 0 0.142247510668563 0 0.088809946714032 0 0.157232704402516 0 0 0 0 0.0539956803455724 0 0.277392510402219 0 0 0 0 0 0 0 0 0 0.0941619585687382 0.0658689208475134 0 0.199447683338447 0 0.1085776330076 0.100603621730382 0 0.0515995872033024 0 0.212992545260916 0.146627565982405 0 0.125 0 0.0330141961043249 0.153609831029186 0 0.0520833333333333 0 0.0844951415293621 0 0 0 0.0453720508166969 0.0500250125062531 0.156494522691706 0 0 0 0 0 0.252206809583859 0 0 0 0 0.163132137030995 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"value" 0 0 0 0 0.088809946714032 0 0 0 0 0 1.35841170323929 0 0 0.554785020804438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0766871165644172 0.0990425883129746 0 0 0 0.0424088210347752 0 0.0400320256204964 0 0.361197110423117 0 0 0 0 0.365185636031649 0.767263427109974 0 0 0 0 0.560224089635854 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0.103039670273055
"West" 0 0 0 0 0.088809946714032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08424599831508 0.0153421294875729 0.06265664160401 0.1085776330076 0.0503018108651912 0.17921146953405 0.0515995872033024 0.180831826401447 0.053248136315229 0.0733137829912024 0.124378109452736 0.125 0.0255623721881391 0.0330141961043249 0.153609831029186 0.0561482313307131 0.0520833333333333 0.0424088210347752 0 0.0400320256204964 0.0677048070412999 0.0515995872033024 0.0453720508166969 0.0500250125062531 0.156494522691706 0.0533049040511727 0.0608642726719416 0.255754475703325 0.304878048780488 0.146842878120411 0.126103404791929 0.116822429906542 0.140056022408964 0.20703933747412 0.12970168612192 0.163132137030995 0.208333333333333 0.237529691211401 0.384615384615385 0.128865979381443 0 0.355871886120996 0.0490677134445535 0.107758620689655 0.0788022064617809 0.0466417910447761 0.0522739153162572 0.0865800865800866 0.147058823529412 0.0515198351365276
"prove" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0723065798987708 0.188323917137476 0.0109781534745856 0 0 0 0 0.100603621730382 0 0 0 0.053248136315229 0 0 0 0.0766871165644172 0.0330141961043249 0 0 0.208333333333333 0.169635284139101 0.042247570764681 0.0400320256204964 0 0 0 0.150075037518759 0.156494522691706 0 0.0608642726719416 0 0 0.293685756240822 0 0 0 0 0 0 0 0.950118764845606 0 0.128865979381443 0 0.355871886120996 0.0490677134445535 0 0 0.466417910447761 0 0 0 0.154559505409583
"doubt" 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0.13869625520111 0 0 0.248138957816377 0 0 0.417536534446764 0 0 0.0723065798987708 0 0.0439126138983423 0 0.0767106474378644 0.12531328320802 0 0.100603621730382 0 0 0 0 0.0733137829912024 0 0 0.0255623721881391 0.0330141961043249 0 0 0.0520833333333333 0.0424088210347752 0 0.120096076861489 0 0 0 0.0500250125062531 0 0 0.0608642726719416 0 0 0 0.126103404791929 0 0 0 0.12970168612192 0.163132137030995 0 0 0.384615384615385 0 0 0 0 0.107758620689655 0.236406619385343 0.0466417910447761 0.209095661265029 0.0865800865800866 0 0.103039670273055
"intended" 0 0 0 0 0 0 0 0.155038759689922 0 0 0 0.431965442764579 0 0 0.184672206832872 0 0.165425971877585 0.516795865633075 0 0 0 0 0 0 0.0439126138983423 0 0.0306842589751458 0 0.1085776330076 0.0503018108651912 0 0 0 0.212992545260916 0.0733137829912024 0 0 0 0.0330141961043249 0 0 0.0520833333333333 0.0848176420695505 0.295732995352767 0 0 0 0 0 0 0 0 0 0 0 0.126103404791929 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0.261369576581286 0 0 0.0515198351365276
"legal" 0 0 0 0 0 0.689655172413793 0 0 0.186567164179104 0 0 0 0 0 0 0 0 0 0 0 0.212089077412513 0.280898876404494 0 0.188323917137476 0.0658689208475134 0.16849199663016 0.0153421294875729 0 0 0.100603621730382 0 0.154798761609907 0.180831826401447 0 0 0 0.125 0.0511247443762781 0.0330141961043249 0 0 0.104166666666667 0.0424088210347752 0 0.160128102481986 0 0 0 0 0 0 0.182592818015825 0 0 0 0 0 0.420168067226891 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0.394011032308905 0 0 0.0865800865800866 0 0.0515198351365276
"pay" 0 0 0 0 0.088809946714032 0 0 0.155038759689922 0 0 0 0.0539956803455724 0 0.13869625520111 0 0 0 0 0 0 0.106044538706257 0.561797752808989 0 0 0 0 0.10739490641301 0 0 0 0 0 0 0 0.0733137829912024 0 0.375 0.102249488752556 0 0.614439324116744 0 0 0.0424088210347752 0 0.240192153722978 0 0.103199174406605 0.0907441016333938 0.100050025012506 0 0 0.0608642726719416 0 0.609756097560976 0 0.126103404791929 0 0.140056022408964 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0.103039670273055
"proof" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.413564929693962 0 0 0 0 0 0 0.0941619585687382 0 0.16849199663016 0.0306842589751458 0 0.1085776330076 0 0 0 0 0.159744408945687 0.0733137829912024 0 0 0.127811860940695 0.132056784417299 0 0 0 0.0848176420695505 0.042247570764681 0.160128102481986 0 0.0515995872033024 0.0453720508166969 0.150075037518759 0 0.213219616204691 0.0608642726719416 0 0 0 0 0 0 0 0 0 0 0 0.384615384615385 0 0 0 0 0 0 0.139925373134328 0.0522739153162572 0 0 0.0515198351365276
"proper" 0 0 0 0 0.088809946714032 0 0 0.155038759689922 0 0 0 0.107991360691145 0.194552529182879 0 0.0923361034164358 0 0 0 0 0.417536534446764 0 0 0 0 0 0.08424599831508 0.0920527769254373 0.06265664160401 0 0.0503018108651912 0 0 0 0.053248136315229 0 0 0 0.127811860940695 0 0 0.617630544637844 0.0520833333333333 0.0424088210347752 0 0 0 0 0 0.100050025012506 0 0 0 0 0 0 0.126103404791929 0 0 0.41407867494824 0 0.163132137030995 0 0.237529691211401 0.384615384615385 0 0 0 0 0 0.0788022064617809 0.0466417910447761 0.0522739153162572 0 0 0
"c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31813361611877 0.280898876404494 0.144613159797542 0.0941619585687382 0.0878252277966846 0 0.0306842589751458 0 0 0 0 0.0515995872033024 0 0 0.0733137829912024 0 0 0.0255623721881391 0 0.153609831029186 0.112296462661426 0 0.0424088210347752 0.168990283058724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0.107758620689655 0.157604412923562 0 0.156821745948772 0.519480519480519 0 0.257599175682638
"entitled" 0 0.1 0.142247510668563 0.151515151515152 0.266429840142096 0 0.314465408805031 0.310077519379845 0 0 0 0.0539956803455724 0.583657587548638 0.13869625520111 0 0 0.165425971877585 0 0 0 0 0.280898876404494 0 0 0.0329344604237567 0 0.0153421294875729 0.12531328320802 0 0 0 0 0 0 0.0733137829912024 0 0 0.0766871165644172 0.0990425883129746 0.460829493087558 0 0 0 0.0844951415293621 0.0400320256204964 0 0 0.0453720508166969 0.0500250125062531 0 0 0.304321363359708 0 0 0 0 0.116822429906542 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"facts" 0 0 0 0 0 0 0 0 0.186567164179104 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0.0219563069491711 0 0.0153421294875729 0 0 0.301810865191147 0 0 0 0 0 0 0.125 0 0.0330141961043249 0 0 0.3125 0.0424088210347752 0.042247570764681 0.0400320256204964 0 0 0 0 0 0.373134328358209 0.0608642726719416 0 0 0 0 0.233644859813084 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139925373134328 0.261369576581286 0.0865800865800866 0 0.257599175682638
"far" 0 0.2 0 0 0.177619893428064 0 0 0 0 0 0 0.161987041036717 0 0 0.184672206832872 0 0 0 0.28169014084507 0 0 0.280898876404494 0 0 0.0109781534745856 0.58972198820556 0.0613685179502915 0.06265664160401 0 0.100603621730382 0 0.103199174406605 0 0 0.0733137829912024 0.124378109452736 0.125 0.0255623721881391 0.132056784417299 0 0 0 0.0424088210347752 0.0844951415293621 0.0400320256204964 0 0 0.0453720508166969 0 0.312989045383412 0 0 0 0 0 0 0 0.140056022408964 0 0.12970168612192 0 0 0 0 0 0 0 0 0 0 0.0466417910447761 0 0 0 0
"issued" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0827129859387924 0 0 0 0 0 0 0 0.0329344604237567 0 0.0613685179502915 0.06265664160401 0 0 0 0 0 0.212992545260916 0 0 0.375 0 0 0 0 0 0 0 0 0.3385240352065 0.0515995872033024 0.0453720508166969 0 0.156494522691706 0 0 0 0.304878048780488 0 0 0 0 0 1.16731517509728 0.163132137030995 0 0.237529691211401 0 0 0 0 0.098135426889107 0 0.157604412923562 0 0 0.519480519480519 0 0
"payment" 0 0 0 0 0.44404973357016 0 0.157232704402516 0 0 0.198019801980198 0 0 0 0.554785020804438 0 0 0 0.775193798449612 0.28169014084507 0 0 0 0 0 0 0 0.122737035900583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127226463104326 0 0.0800640512409928 0 0.206398348813209 0.136116152450091 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0.625 0 0 0 0 0 0 0.107758620689655 0 0.0466417910447761 0.156821745948772 0 0.294117647058824 0
"proved" 0 0 0 0 0 0 0.157232704402516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.188323917137476 0.0109781534745856 0 0.0460263884627186 0 0 0.201207243460765 0 0 0 0.053248136315229 0 0 0 0.0255623721881391 0.0660283922086497 0.153609831029186 0 0 0.0424088210347752 0.042247570764681 0.0400320256204964 0.0677048070412999 0.103199174406605 0 0.500250125062531 0 0.159914712153518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.236406619385343 0.0466417910447761 0.104547830632514 0.0865800865800866 0 0.20607934054611
"rendered" 0 0.1 0 0.303030303030303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.216919739696312 0.0941619585687382 0 0.25273799494524 0.0306842589751458 0 0 0.0503018108651912 0.3584229390681 0 0 0 0 0.124378109452736 0 0.0255623721881391 0.0330141961043249 0.153609831029186 0.224592925322852 0 0.0424088210347752 0.042247570764681 0.0800640512409928 0 0.103199174406605 0.0453720508166969 0 0 0 0 0.255754475703325 0 0 0 0 0 0 0 0 0.416666666666667 0.237529691211401 0 0.128865979381443 0.510204081632653 0 0 0.107758620689655 0 0.0466417910447761 0 0.432900432900433 0.294117647058824 0.0515198351365276
"sufficient" 0.892857142857143 0 0 0 0 0 0 0 0.186567164179104 0 0.313479623824451 0 0.583657587548638 0 0.0923361034164358 0 0.0827129859387924 0 0 0 0.106044538706257 0 0 0 0.0219563069491711 0.08424599831508 0.0153421294875729 0 0.1085776330076 0 0 0.103199174406605 0.180831826401447 0.053248136315229 0 0 0.375 0.0511247443762781 0.0990425883129746 0 0 0 0 0 0 0 0.103199174406605 0.0453720508166969 0 0 0 0 0 0 0 0.252206809583859 0 0 0 0 0.32626427406199 0 0 0.384615384615385 0.128865979381443 0 0 0.098135426889107 0.21551724137931 0 0.139925373134328 0.0522739153162572 0 0 0.0515198351365276
"chancery" 0 0 0 0 0 0 0 0.930232558139535 0 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0 0.08424599831508 0 0.18796992481203 0 0 0 0 0 0 0 0.497512437810945 0 0.0511247443762781 0 0 0.112296462661426 0 0.0424088210347752 0 0 0 0 0 0 0 0.106609808102345 0.121728545343883 0 0.304878048780488 0 0 0.116822429906542 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0.0788022064617809 0.0466417910447761 0.784108729743858 0.0865800865800866 0 0
"known" 0 0 0 0 0 0 0 0 0 0 0 0.161987041036717 0 0 0 0 0.248138957816377 0 0 0 0 0 0 0 0.0109781534745856 0 0.230131942313593 0 0.325732899022801 0 0 0 0 0 0.146627565982405 0 0.125 0.0255623721881391 0.297127764938924 0 0.0561482313307131 0.104166666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116822429906542 0 0 0 0 0 0 0 0.257731958762887 0 0 0 0 0 0.0466417910447761 0 0 0 0
"my" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.296410143813811 0 0.0306842589751458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.650325162581291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.323275862068966 0 0 0 0 0 0
"whom" 0 0 0 0 0 0 0.471698113207547 0 0 0.198019801980198 0 0.0539956803455724 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0.0941619585687382 0.0439126138983423 0 0.0613685179502915 0 0.1085776330076 0.0503018108651912 0 0 0 0.053248136315229 0 0 0 0.0511247443762781 0 0.460829493087558 0 0.104166666666667 0.0424088210347752 0 0 0.0677048070412999 0.0515995872033024 0 0 0 0 0 0 0 0 0 0.116822429906542 0.280112044817927 0 0 0 0 0 0 0 0 0.355871886120996 0.245338567222767 0.107758620689655 0.236406619385343 0.0466417910447761 0 0.0865800865800866 0.294117647058824 0
"As" 0 0.3 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0.0923361034164358 0 0.248138957816377 0 0 0.208768267223382 0 0 0 0 0.0439126138983423 0.25273799494524 0.0460263884627186 0.06265664160401 0 0.201207243460765 0 0 0.361663652802893 0.053248136315229 0 0 0 0.178936605316973 0.0330141961043249 0 0 0 0.0424088210347752 0 0 0.0677048070412999 0.0515995872033024 0 0.0500250125062531 0 0 0 0 0 0 0.126103404791929 0.116822429906542 0 0.20703933747412 0 0 0 0 0 0.128865979381443 0 0 0.0490677134445535 0 0 0 0 0 0 0
"For" 0 0 0 0 0.088809946714032 0 0 0 0.186567164179104 0 0 0 0 0 0 0 0.0827129859387924 0 0 0 0 0 0 0.0941619585687382 0.0219563069491711 0.08424599831508 0.0767106474378644 0.12531328320802 0.217155266015201 0.0503018108651912 0.17921146953405 0.0515995872033024 0.180831826401447 0 0.146627565982405 0 0 0.0255623721881391 0.0660283922086497 0 0 0.208333333333333 0.0424088210347752 0.0844951415293621 0.0800640512409928 0.1354096140826 0 0.0453720508166969 0 0 0.106609808102345 0.0608642726719416 0 0 0 0 0 0 0.20703933747412 0 0 0 0 0 0 0 0 0.0490677134445535 0.107758620689655 0 0 0 0 0 0.0515198351365276
"joint" 0 0.5 0 0.757575757575758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0941619585687382 0 0 0.276158330776312 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0 0.0515995872033024 0 0.250125062531266 0 0 0.0608642726719416 0 0.304878048780488 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0.20607934054611
"left" 0 0 0 0 0.088809946714032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0548907673729279 0 0.138079165388156 0 0 0 0 0 0 0 0.953079178885631 0.124378109452736 0.25 0.0766871165644172 0.0660283922086497 0 0 0.0520833333333333 0 0 0 0.0677048070412999 0.103199174406605 0.136116152450091 0 0 0 0 0 0 0 0.126103404791929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"common" 0.892857142857143 0 0.142247510668563 0.454545454545455 0 0 0 0.310077519379845 0 0.198019801980198 0 0 0 0 0.0923361034164358 0 0.165425971877585 0 0 0 0 0 0 0.470809792843691 0.076847074322099 0 0.0153421294875729 0.43859649122807 0 0.0503018108651912 0 0 0 0 0 0 0 0 0.0330141961043249 0 0 0 0.0424088210347752 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0.378310214375788 0 0 0 0 0 0.416666666666667 0 0 0 0 0 0.098135426889107 0 0 0 0 0 0 0.0515198351365276
"jun" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.07361963190184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"latter" 0 0 0 0 0 0 0 0.155038759689922 0 0 0.104493207941484 0.107991360691145 0.194552529182879 0.13869625520111 0 0 0 0.258397932816537 0 0.208768267223382 0 0 0 0.376647834274953 0.109781534745856 0 0.0460263884627186 0.18796992481203 0 0.0503018108651912 0 0 0 0.053248136315229 0 0 0 0.0255623721881391 0 0 0.0561482313307131 0 0.0424088210347752 0.0844951415293621 0.0400320256204964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.259403372243839 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0.0522739153162572 0.0865800865800866 0.147058823529412 0.0515198351365276
"leaving" 0 0 0 0 0 0 0 0 0 0 0 0.107991360691145 0 0 0 0 0 0 0 0 0 0 0 0 0.37325721813591 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330141961043249 0 0 0 0.0424088210347752 0.042247570764681 0.0400320256204964 0.0677048070412999 0.0515995872033024 0 0 0 0 0.0608642726719416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"plaintiffs" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.258397932816537 0.28169014084507 0 0 0 0 0.0941619585687382 0.0329344604237567 0 0.383553237189322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0.58411214953271 0 0 0 0 0 0 0 0 0 0 0 0.323275862068966 0 0 0 0.0865800865800866 0.147058823529412 0.0515198351365276
"until" 0 0.1 0 0 0.088809946714032 0 0 0 0.186567164179104 0 0 0.107991360691145 0 0 0.0923361034164358 0 0.0827129859387924 0 0 0 0.212089077412513 0 0 0 0.0329344604237567 0 0.0920527769254373 0.12531328320802 0 0.0503018108651912 0 0 0 0 0 0 0.125 0 0.0330141961043249 0 0 0.0520833333333333 0.0424088210347752 0 0.0400320256204964 0.0677048070412999 0 0 0 0 0.213219616204691 0 0 0 0 0 0 0 0 0.259403372243839 0 0.208333333333333 0 0 0 0 0 0 0.107758620689655 0.315208825847124 0.0466417910447761 0.104547830632514 0 0 0.0515198351365276
